ID,util,times30dpd,dti,bad
12442,"52,60%",0,"42,00%",0
12443,"71,20%",3,"40,00%",1
12444,"4,00%",0,"13,00%",0
12445,"60,30%",0,"12,00%",0
12446,"7,90%",0,"19,00%",0
12447,"50,90%",0,"5,00%",0
12448,"81,00%",2,"14,00%",0
12449,"52,90%",0,"53,00%",0
12450,"81,10%",1,"32,00%",1
12451,"63,20%",1,"53,00%",1
12452,"43,80%",1,"38,00%",0
12453,"10,40%",0,"3,00%",0
12454,"23,40%",1,"19,00%",0
12455,"5,30%",0,"12,00%",0
12456,"26,00%",1,"30,00%",0
12457,"29,00%",0,"29,00%",0
12458,"19,90%",0,"37,00%",0
12459,"3,50%",0,"17,00%",0
12460,"47,50%",0,"31,00%",0
12461,"24,70%",0,"12,00%",0
12462,"6,00%",0,"30,00%",0
12463,"6,40%",0,"11,00%",0
12464,"54,40%",3,"9,00%",0
12465,"8,30%",0,"44,00%",0
12466,"64,20%",0,"12,00%",0
12467,"14,80%",0,"16,00%",0
12468,"73,50%",1,"23,00%",0
12469,"57,80%",0,"7,00%",0
12470,"7,90%",0,"14,00%",0
12471,"46,50%",0,"18,00%",0
12472,"91,90%",2,"28,00%",1
12473,"26,50%",1,"1,00%",0
12474,"50,20%",2,"21,00%",1
12475,"31,60%",0,"12,00%",0
12476,"23,80%",0,"33,00%",0
12477,"15,10%",0,"5,00%",0
12478,"51,10%",3,"56,00%",1
12479,"1,00%",0,"21,00%",0
12480,"62,70%",0,"34,00%",0
12481,"72,90%",0,"41,00%",1
12482,"52,90%",2,"17,00%",1
12483,"38,00%",0,"35,00%",0
12484,"63,00%",0,"53,00%",0
12485,"57,50%",0,"6,00%",0
12486,"25,80%",2,"19,00%",0
12487,"26,80%",0,"45,00%",0
12488,"40,90%",0,"67,00%",1
12489,"27,70%",0,"25,00%",0
12490,"21,80%",0,"1,00%",0
12491,"6,20%",0,"32,00%",0
12492,"16,80%",0,"8,00%",0
12493,"6,50%",2,"14,00%",0
12494,"24,20%",1,"44,00%",1
12495,"40,70%",0,"12,00%",0
12496,"12,30%",0,"53,00%",0
12497,"10,20%",0,"5,00%",0
12498,"8,20%",0,"3,00%",0
12499,"20,50%",1,"2,00%",0
12500,"58,20%",0,"13,00%",0
12501,"64,90%",3,"31,00%",0
12502,"88,60%",3,"35,00%",1
12503,"2,80%",2,"32,00%",0
12504,"43,20%",3,"10,00%",0
12505,"12,00%",0,"26,00%",0
12506,"57,10%",3,"18,00%",1
12507,"77,80%",2,"29,00%",1
12508,"17,40%",0,"33,00%",0
12509,"73,90%",0,"38,00%",0
12510,"63,50%",0,"37,00%",0
12511,"4,80%",1,"11,00%",0
12512,"66,60%",1,"50,00%",1
12513,"66,20%",0,"35,00%",0
12514,"3,90%",0,"70,00%",0
12515,"44,90%",2,"15,00%",0
12516,"9,20%",1,"14,00%",0
12517,"42,00%",0,"62,00%",0
12518,"10,10%",0,"15,00%",0
12519,"70,30%",1,"14,00%",0
12520,"29,60%",0,"35,00%",0
12521,"27,30%",0,"12,00%",1
12522,"62,50%",0,"34,00%",0
12523,"32,20%",2,"18,00%",0
12524,"13,00%",0,"33,00%",0
12525,"67,40%",3,"31,00%",1
12526,"59,30%",0,"66,00%",1
12527,"44,70%",0,"3,00%",0
12528,"40,40%",2,"31,00%",0
12529,"43,60%",2,"25,00%",0
12530,"37,40%",1,"39,00%",0
12531,"5,20%",0,"5,00%",0
12532,"39,00%",2,"30,00%",0
12533,"64,60%",0,"13,00%",0
12534,"8,30%",0,"29,00%",0
12535,"12,40%",0,"5,00%",0
12536,"54,10%",0,"46,00%",0
12537,"37,10%",0,"4,00%",0
12538,"59,40%",1,"6,00%",0
12539,"43,80%",0,"7,00%",0
12540,"27,80%",0,"49,00%",0
12541,"30,20%",0,"30,00%",0
12542,"63,00%",0,"19,00%",0
12543,"25,40%",1,"5,00%",0
12544,"23,70%",0,"23,00%",0
12545,"23,20%",0,"28,00%",0
12546,"74,80%",0,"35,00%",0
12547,"17,40%",0,"19,00%",0
12548,"5,90%",0,"24,00%",0
12549,"53,50%",0,"18,00%",0
12550,"50,30%",0,"21,00%",0
12551,"93,00%",2,"41,00%",1
12552,"74,40%",1,"19,00%",0
12553,"15,70%",0,"49,00%",1
12554,"30,90%",1,"30,00%",0
12555,"73,60%",1,"23,00%",0
12556,"82,20%",0,"48,00%",0
12557,"52,30%",0,"2,00%",0
12558,"14,40%",0,"0,00%",0
12559,"3,60%",0,"3,00%",0
12560,"26,90%",3,"20,00%",1
12561,"27,00%",2,"48,00%",0
12562,"10,20%",0,"26,00%",0
12563,"58,40%",2,"23,00%",0
12564,"1,70%",0,"31,00%",0
12565,"97,00%",4,"20,00%",1
12566,"73,70%",0,"50,00%",1
12567,"17,10%",0,"31,00%",0
12568,"43,00%",0,"13,00%",0
12569,"70,30%",2,"71,00%",1
12570,"9,10%",1,"9,00%",0
12571,"65,40%",0,"16,00%",1
12572,"7,20%",0,"25,00%",0
12573,"20,90%",0,"43,00%",0
12574,"66,20%",0,"32,00%",0
12575,"51,40%",2,"18,00%",0
12576,"68,10%",1,"49,00%",1
12577,"7,50%",2,"11,00%",0
12578,"27,20%",0,"36,00%",0
12579,"2,80%",0,"20,00%",0
12580,"7,00%",0,"46,00%",0
12581,"54,90%",0,"35,00%",0
12582,"23,50%",1,"25,00%",0
12583,"16,40%",1,"16,00%",0
12584,"14,50%",0,"55,00%",0
12585,"24,10%",0,"6,00%",0
12586,"82,60%",3,"44,00%",0
12587,"82,90%",1,"30,00%",0
12588,"1,30%",0,"27,00%",0
12589,"68,10%",0,"31,00%",0
12590,"44,50%",2,"18,00%",0
12591,"57,80%",1,"30,00%",0
12592,"1,40%",0,"11,00%",0
12593,"56,50%",3,"40,00%",0
12594,"35,30%",2,"41,00%",1
12595,"98,40%",1,"29,00%",1
12596,"60,50%",0,"14,00%",0
12597,"11,20%",1,"53,00%",0
12598,"6,00%",0,"10,00%",0
12599,"13,60%",0,"42,00%",0
12600,"29,70%",0,"22,00%",0
12601,"6,90%",1,"28,00%",0
12602,"58,10%",2,"16,00%",0
12603,"11,40%",0,"52,00%",0
12604,"49,10%",1,"14,00%",0
12605,"19,60%",1,"30,00%",0
12606,"1,90%",0,"4,00%",0
12607,"59,10%",0,"46,00%",0
12608,"33,00%",0,"17,00%",0
12609,"84,70%",0,"34,00%",0
12610,"33,30%",2,"4,00%",0
12611,"2,50%",0,"31,00%",0
12612,"3,50%",1,"12,00%",0
12613,"33,30%",0,"51,00%",0
12614,"13,10%",3,"17,00%",1
12615,"6,80%",1,"44,00%",0
12616,"3,20%",2,"2,00%",0
12617,"43,20%",2,"38,00%",1
12618,"24,30%",1,"17,00%",0
12619,"84,60%",2,"29,00%",1
12620,"72,80%",0,"22,00%",0
12621,"80,60%",2,"35,00%",0
12622,"32,70%",0,"53,00%",0
12623,"18,00%",0,"14,00%",0
12624,"16,10%",0,"28,00%",0
12625,"86,40%",2,"49,00%",1
12626,"2,50%",1,"3,00%",0
12627,"36,40%",0,"62,00%",0
12628,"4,30%",0,"12,00%",0
12629,"80,00%",2,"7,00%",0
12630,"85,00%",3,"8,00%",1
12631,"32,40%",0,"21,00%",0
12632,"40,40%",0,"11,00%",0
12633,"44,30%",0,"25,00%",0
12634,"10,60%",0,"4,00%",0
12635,"6,20%",0,"32,00%",0
12636,"1,50%",0,"3,00%",0
12637,"62,00%",0,"8,00%",0
12638,"28,40%",0,"39,00%",0
12639,"48,10%",2,"33,00%",0
12640,"52,60%",1,"7,00%",0
12641,"71,20%",3,"37,00%",1
12642,"11,20%",1,"50,00%",0
12643,"64,30%",0,"34,00%",0
12644,"9,10%",0,"34,00%",0
12645,"50,30%",0,"10,00%",0
12646,"64,30%",0,"15,00%",0
12647,"6,80%",0,"43,00%",0
12648,"17,40%",2,"16,00%",0
12649,"66,50%",0,"24,00%",0
12650,"0,10%",0,"0,00%",0
12651,"73,20%",1,"39,00%",0
12652,"32,60%",0,"33,00%",0
12653,"47,90%",1,"45,00%",0
12654,"19,70%",0,"29,00%",0
12655,"10,00%",0,"22,00%",1
12656,"42,40%",1,"43,00%",0
12657,"40,40%",1,"27,00%",0
12658,"14,40%",2,"48,00%",1
12659,"21,80%",0,"19,00%",0
12660,"67,20%",4,"68,00%",1
12661,"37,40%",1,"32,00%",1
12662,"2,90%",1,"64,00%",1
12663,"11,50%",1,"23,00%",0
12664,"48,80%",0,"23,00%",0
12665,"32,60%",1,"48,00%",1
12666,"20,70%",0,"12,00%",0
12667,"24,00%",0,"14,00%",0
12668,"67,80%",0,"29,00%",0
12669,"35,60%",1,"13,00%",0
12670,"11,80%",0,"12,00%",0
12671,"56,70%",0,"7,00%",0
12672,"52,60%",0,"13,00%",0
12673,"66,70%",0,"43,00%",1
12674,"52,50%",2,"13,00%",0
12675,"21,10%",0,"54,00%",0
12676,"53,30%",3,"12,00%",0
12677,"39,80%",1,"17,00%",0
12678,"58,40%",0,"14,00%",0
12679,"11,40%",0,"9,00%",0
12680,"5,80%",0,"14,00%",0
12681,"7,70%",2,"27,00%",0
12682,"54,40%",1,"21,00%",0
12683,"41,10%",0,"18,00%",0
12684,"14,70%",1,"43,00%",0
12685,"37,30%",0,"37,00%",0
12686,"9,10%",0,"30,00%",0
12687,"48,80%",2,"31,00%",0
12688,"2,10%",0,"31,00%",0
12689,"49,10%",0,"0,00%",0
12690,"6,20%",2,"33,00%",0
12691,"4,00%",0,"0,00%",0
12692,"3,00%",0,"17,00%",0
12693,"2,70%",0,"10,00%",0
12694,"49,00%",0,"39,00%",0
12695,"28,80%",0,"25,00%",0
12696,"73,30%",1,"28,00%",1
12697,"4,10%",0,"46,00%",0
12698,"57,50%",0,"5,00%",0
12699,"29,60%",0,"29,00%",0
12700,"48,00%",2,"56,00%",0
12701,"52,60%",0,"27,00%",0
12702,"16,60%",0,"50,00%",0
12703,"14,40%",0,"15,00%",0
12704,"24,30%",0,"17,00%",0
12705,"18,60%",2,"18,00%",0
12706,"18,90%",0,"17,00%",0
12707,"20,10%",1,"40,00%",0
12708,"80,20%",0,"62,00%",0
12709,"19,40%",0,"30,00%",0
12710,"62,50%",1,"57,00%",0
12711,"0,10%",0,"9,00%",0
12712,"11,70%",1,"6,00%",0
12713,"41,40%",2,"19,00%",0
12714,"11,20%",1,"22,00%",0
12715,"4,70%",0,"33,00%",0
12716,"66,20%",2,"49,00%",1
12717,"27,10%",0,"52,00%",0
12718,"42,70%",2,"13,00%",1
12719,"6,00%",0,"34,00%",0
12720,"38,30%",0,"17,00%",0
12721,"4,60%",0,"3,00%",0
12722,"54,80%",2,"33,00%",1
12723,"6,70%",0,"62,00%",0
12724,"69,10%",0,"34,00%",0
12725,"8,60%",0,"42,00%",0
12726,"64,00%",2,"13,00%",0
12727,"56,40%",1,"27,00%",1
12728,"19,40%",0,"16,00%",0
12729,"60,50%",2,"7,00%",0
12730,"46,80%",2,"12,00%",0
12731,"15,40%",0,"28,00%",0
12732,"15,80%",0,"13,00%",0
12733,"63,60%",1,"31,00%",0
12734,"73,90%",0,"15,00%",0
12735,"10,30%",3,"41,00%",1
12736,"76,30%",1,"58,00%",0
12737,"60,50%",1,"17,00%",1
12738,"29,30%",2,"49,00%",0
12739,"28,10%",1,"36,00%",0
12740,"72,10%",2,"4,00%",0
12741,"84,50%",0,"21,00%",0
12742,"73,90%",0,"19,00%",0
12743,"7,50%",2,"59,00%",0
12744,"5,30%",0,"13,00%",0
12745,"5,90%",0,"10,00%",0
12746,"65,30%",2,"40,00%",1
12747,"90,40%",0,"1,00%",0
12748,"76,50%",0,"34,00%",0
12749,"49,10%",2,"47,00%",1
12750,"75,90%",1,"49,00%",1
12751,"18,10%",0,"13,00%",0
12752,"19,40%",0,"14,00%",0
12753,"66,10%",0,"25,00%",0
12754,"32,80%",0,"3,00%",0
12755,"57,00%",0,"37,00%",0
12756,"58,80%",1,"39,00%",0
12757,"91,70%",6,"47,00%",1
12758,"22,20%",1,"37,00%",0
12759,"95,40%",1,"58,00%",1
12760,"89,20%",3,"17,00%",0
12761,"16,70%",0,"39,00%",0
12762,"78,10%",2,"10,00%",0
12763,"54,80%",0,"42,00%",0
12764,"63,70%",0,"27,00%",1
12765,"28,40%",0,"30,00%",0
12766,"45,70%",0,"39,00%",0
12767,"2,80%",1,"56,00%",1
12768,"70,40%",3,"1,00%",0
12769,"14,20%",0,"6,00%",0
12770,"54,70%",0,"17,00%",0
12771,"19,70%",0,"61,00%",1
12772,"83,00%",1,"52,00%",1
12773,"70,50%",0,"43,00%",0
12774,"29,50%",1,"34,00%",0
12775,"18,60%",2,"52,00%",1
12776,"69,50%",0,"50,00%",0
12777,"72,70%",1,"25,00%",0
12778,"55,10%",1,"39,00%",0
12779,"9,80%",0,"6,00%",0
12780,"58,10%",1,"24,00%",0
12781,"27,10%",1,"69,00%",1
12782,"43,90%",0,"43,00%",0
12783,"57,60%",0,"57,00%",0
12784,"58,20%",0,"20,00%",0
12785,"0,40%",0,"1,00%",0
12786,"10,90%",5,"40,00%",1
12787,"5,00%",0,"0,00%",0
12788,"25,90%",1,"29,00%",0
12789,"80,60%",1,"50,00%",1
12790,"54,90%",0,"7,00%",0
12791,"6,30%",0,"19,00%",0
12792,"70,90%",2,"65,00%",1
12793,"12,00%",0,"10,00%",0
12794,"66,80%",0,"29,00%",0
12795,"19,50%",0,"45,00%",0
12796,"7,10%",0,"30,00%",0
12797,"68,80%",0,"27,00%",0
12798,"11,30%",0,"52,00%",0
12799,"22,10%",0,"20,00%",0
12800,"35,20%",2,"11,00%",0
12801,"21,30%",2,"43,00%",0
12802,"17,30%",2,"37,00%",1
12803,"33,70%",0,"32,00%",0
12804,"80,20%",2,"45,00%",1
12805,"12,00%",1,"31,00%",0
12806,"16,40%",0,"26,00%",0
12807,"12,00%",0,"28,00%",0
12808,"58,70%",0,"52,00%",1
12809,"32,10%",2,"5,00%",1
12810,"41,60%",0,"2,00%",0
12811,"9,70%",1,"5,00%",0
12812,"67,90%",1,"34,00%",0
12813,"55,00%",0,"10,00%",0
12814,"5,80%",0,"13,00%",0
12815,"4,20%",0,"45,00%",0
12816,"14,50%",0,"37,00%",0
12817,"15,90%",0,"46,00%",0
12818,"73,50%",1,"48,00%",1
12819,"84,90%",3,"62,00%",1
12820,"12,70%",0,"1,00%",0
12821,"18,40%",2,"20,00%",0
12822,"78,20%",0,"30,00%",0
12823,"18,30%",0,"35,00%",0
12824,"2,40%",0,"56,00%",0
12825,"15,60%",0,"42,00%",0
12826,"12,30%",0,"28,00%",0
12827,"47,40%",0,"38,00%",0
12828,"17,00%",1,"57,00%",1
12829,"53,80%",1,"21,00%",0
12830,"4,10%",0,"26,00%",0
12831,"48,90%",0,"36,00%",0
12832,"72,10%",1,"13,00%",0
12833,"37,40%",1,"51,00%",0
12834,"32,80%",1,"37,00%",0
12835,"67,80%",1,"18,00%",1
12836,"25,70%",0,"54,00%",1
12837,"61,70%",0,"35,00%",0
12838,"22,10%",0,"22,00%",0
12839,"6,70%",0,"5,00%",0
12840,"47,80%",0,"34,00%",0
12841,"32,10%",0,"11,00%",0
12842,"55,80%",0,"27,00%",1
12843,"49,30%",1,"28,00%",0
12844,"86,70%",3,"53,00%",1
12845,"20,20%",0,"21,00%",0
12846,"33,50%",1,"16,00%",0
12847,"7,10%",0,"42,00%",0
12848,"9,70%",1,"58,00%",1
12849,"69,60%",1,"44,00%",1
12850,"97,00%",2,"20,00%",1
12851,"83,50%",2,"48,00%",1
12852,"8,00%",0,"43,00%",0
12853,"57,10%",2,"35,00%",0
12854,"42,90%",1,"17,00%",0
12855,"45,80%",1,"23,00%",0
12856,"30,80%",2,"20,00%",0
12857,"63,40%",0,"66,00%",0
12858,"80,80%",2,"43,00%",0
12859,"27,80%",2,"55,00%",0
12860,"33,60%",0,"14,00%",0
12861,"3,60%",0,"25,00%",0
12862,"10,20%",0,"33,00%",0
12863,"75,00%",2,"25,00%",0
12864,"74,00%",0,"42,00%",0
12865,"16,20%",0,"29,00%",0
12866,"1,80%",2,"60,00%",1
12867,"80,40%",0,"18,00%",0
12868,"9,30%",0,"31,00%",0
12869,"48,70%",1,"10,00%",0
12870,"61,30%",0,"41,00%",0
12871,"30,20%",0,"6,00%",0
12872,"58,80%",1,"27,00%",0
12873,"4,70%",0,"21,00%",0
12874,"23,70%",0,"18,00%",0
12875,"14,40%",0,"13,00%",0
12876,"10,70%",3,"35,00%",0
12877,"47,90%",0,"27,00%",0
12878,"47,70%",1,"40,00%",0
12879,"44,50%",4,"40,00%",1
12880,"13,00%",0,"8,00%",0
12881,"71,30%",2,"50,00%",0
12882,"34,30%",1,"50,00%",1
12883,"56,70%",2,"66,00%",1
12884,"52,60%",1,"15,00%",0
12885,"32,90%",2,"13,00%",0
12886,"42,10%",0,"24,00%",0
12887,"33,00%",0,"43,00%",1
12888,"13,80%",0,"30,00%",1
12889,"49,70%",2,"34,00%",0
12890,"87,10%",4,"43,00%",1
12891,"0,30%",0,"35,00%",0
12892,"31,20%",2,"24,00%",0
12893,"5,60%",0,"27,00%",0
12894,"37,00%",0,"1,00%",0
12895,"49,20%",0,"16,00%",0
12896,"32,80%",0,"47,00%",0
12897,"34,70%",0,"41,00%",0
12898,"46,10%",0,"42,00%",1
12899,"17,00%",1,"36,00%",0
12900,"78,90%",0,"53,00%",1
12901,"0,30%",0,"8,00%",0
12902,"36,00%",1,"31,00%",0
12903,"94,80%",3,"58,00%",1
12904,"19,30%",2,"51,00%",1
12905,"58,90%",0,"10,00%",0
12906,"12,90%",0,"6,00%",0
12907,"49,90%",1,"12,00%",0
12908,"21,10%",1,"28,00%",1
12909,"31,30%",0,"5,00%",0
12910,"53,30%",0,"31,00%",0
12911,"16,20%",0,"52,00%",0
12912,"31,80%",0,"3,00%",0
12913,"66,20%",0,"2,00%",0
12914,"67,90%",0,"39,00%",0
12915,"98,20%",3,"25,00%",1
12916,"13,80%",2,"15,00%",0
12917,"9,30%",0,"62,00%",0
12918,"29,40%",0,"41,00%",0
12919,"20,20%",0,"19,00%",0
12920,"39,00%",1,"25,00%",0
12921,"7,30%",0,"27,00%",0
12922,"94,90%",3,"26,00%",1
12923,"42,00%",0,"33,00%",0
12924,"98,40%",2,"38,00%",1
12925,"74,90%",1,"33,00%",0
12926,"13,00%",0,"3,00%",0
12927,"78,80%",1,"16,00%",0
12928,"73,90%",0,"53,00%",1
12929,"93,50%",2,"44,00%",1
12930,"84,10%",0,"33,00%",0
12931,"49,20%",3,"15,00%",0
12932,"55,80%",0,"50,00%",1
12933,"37,10%",1,"53,00%",1
12934,"81,40%",2,"36,00%",0
12935,"12,50%",0,"18,00%",0
12936,"9,70%",0,"10,00%",0
12937,"25,20%",2,"9,00%",0
12938,"23,80%",0,"48,00%",0
12939,"72,30%",1,"41,00%",1
12940,"18,90%",0,"14,00%",0
12941,"79,10%",2,"27,00%",0
12942,"19,80%",0,"7,00%",0
12943,"24,30%",1,"33,00%",0
12944,"64,20%",0,"29,00%",0
12945,"53,60%",0,"46,00%",0
12946,"4,00%",1,"0,00%",0
12947,"21,80%",3,"3,00%",0
12948,"41,60%",0,"29,00%",0
12949,"36,70%",0,"46,00%",0
12950,"5,60%",1,"3,00%",0
12951,"61,10%",0,"26,00%",0
12952,"6,90%",0,"35,00%",0
12953,"26,10%",1,"24,00%",0
12954,"47,10%",0,"25,00%",0
12955,"31,70%",1,"17,00%",0
12956,"59,40%",0,"11,00%",0
12957,"73,00%",0,"12,00%",0
12958,"51,00%",3,"29,00%",0
12959,"29,20%",0,"16,00%",0
12960,"48,80%",3,"44,00%",0
12961,"77,30%",3,"41,00%",0
12962,"19,40%",0,"28,00%",0
12963,"0,90%",0,"14,00%",0
12964,"1,70%",0,"18,00%",0
12965,"81,60%",0,"17,00%",0
12966,"92,00%",0,"13,00%",0
12967,"16,20%",0,"3,00%",0
12968,"23,90%",1,"12,00%",0
12969,"53,70%",2,"37,00%",0
12970,"24,80%",0,"47,00%",0
12971,"64,10%",0,"22,00%",0
12972,"58,70%",1,"35,00%",0
12973,"15,50%",0,"23,00%",0
12974,"40,50%",1,"22,00%",0
12975,"68,70%",3,"35,00%",1
12976,"8,70%",0,"47,00%",0
12977,"94,90%",0,"34,00%",0
12978,"18,90%",1,"30,00%",0
12979,"14,90%",0,"5,00%",0
12980,"20,90%",1,"12,00%",0
12981,"31,00%",0,"15,00%",0
12982,"43,80%",4,"27,00%",1
12983,"32,70%",0,"15,00%",0
12984,"11,00%",0,"10,00%",0
12985,"11,10%",0,"43,00%",1
12986,"77,30%",1,"36,00%",0
12987,"53,20%",0,"40,00%",0
12988,"4,30%",0,"33,00%",0
12989,"18,50%",0,"14,00%",0
12990,"4,30%",0,"22,00%",0
12991,"32,20%",2,"15,00%",0
12992,"32,50%",0,"22,00%",1
12993,"32,80%",0,"27,00%",0
12994,"85,90%",1,"65,00%",1
12995,"12,10%",0,"22,00%",0
12996,"56,90%",0,"12,00%",0
12997,"91,50%",1,"59,00%",1
12998,"10,20%",3,"51,00%",1
12999,"27,60%",0,"33,00%",0
13000,"20,80%",0,"17,00%",0
13001,"73,40%",1,"21,00%",0
13002,"7,90%",2,"16,00%",0
13003,"83,90%",5,"41,00%",1
13004,"8,80%",1,"19,00%",0
13005,"56,50%",2,"42,00%",0
13006,"11,40%",1,"3,00%",0
13007,"20,70%",0,"15,00%",0
13008,"12,50%",0,"17,00%",0
13009,"13,40%",0,"9,00%",0
13010,"48,30%",2,"52,00%",0
13011,"5,90%",0,"9,00%",0
13012,"11,30%",3,"18,00%",0
13013,"55,70%",1,"38,00%",1
13014,"11,20%",0,"1,00%",0
13015,"71,10%",1,"31,00%",0
13016,"46,90%",0,"13,00%",0
13017,"26,50%",0,"28,00%",0
13018,"16,00%",0,"22,00%",0
13019,"67,00%",1,"17,00%",0
13020,"24,60%",2,"30,00%",0
13021,"17,00%",0,"30,00%",0
13022,"10,20%",1,"25,00%",0
13023,"8,40%",0,"1,00%",0
13024,"78,60%",1,"42,00%",1
13025,"95,90%",3,"31,00%",1
13026,"74,70%",2,"20,00%",0
13027,"35,20%",0,"38,00%",1
13028,"5,70%",0,"15,00%",0
13029,"82,20%",3,"32,00%",1
13030,"24,00%",1,"26,00%",0
13031,"12,00%",2,"24,00%",0
13032,"12,90%",0,"17,00%",0
13033,"93,60%",3,"31,00%",0
13034,"41,00%",0,"7,00%",0
13035,"18,60%",0,"11,00%",0
13036,"15,90%",0,"38,00%",0
13037,"13,50%",0,"35,00%",0
13038,"91,90%",0,"12,00%",1
13039,"10,50%",0,"2,00%",0
13040,"77,70%",0,"22,00%",0
13041,"16,60%",0,"6,00%",0
13042,"32,00%",0,"30,00%",0
13043,"26,20%",0,"57,00%",0
13044,"66,30%",0,"43,00%",1
13045,"27,30%",0,"7,00%",1
13046,"38,90%",0,"17,00%",0
13047,"74,60%",0,"10,00%",0
13048,"77,20%",0,"14,00%",0
13049,"15,50%",0,"15,00%",0
13050,"22,50%",0,"21,00%",0
13051,"57,90%",1,"15,00%",1
13052,"26,00%",0,"76,00%",1
13053,"71,80%",0,"58,00%",0
13054,"29,80%",2,"6,00%",0
13055,"34,80%",0,"8,00%",0
13056,"2,10%",0,"5,00%",0
13057,"33,60%",0,"13,00%",0
13058,"25,60%",1,"26,00%",0
13059,"79,20%",2,"25,00%",1
13060,"27,10%",0,"23,00%",0
13061,"2,50%",0,"47,00%",1
13062,"51,20%",2,"10,00%",0
13063,"5,00%",0,"20,00%",0
13064,"67,90%",0,"39,00%",0
13065,"3,90%",0,"20,00%",0
13066,"8,50%",0,"16,00%",0
13067,"22,40%",0,"16,00%",1
13068,"35,50%",2,"2,00%",0
13069,"14,00%",0,"29,00%",0
13070,"2,00%",0,"25,00%",0
13071,"57,40%",0,"13,00%",1
13072,"65,70%",1,"62,00%",1
13073,"43,30%",2,"41,00%",1
13074,"69,90%",0,"21,00%",0
13075,"16,70%",0,"11,00%",0
13076,"19,00%",2,"5,00%",0
13077,"85,90%",0,"39,00%",0
13078,"71,90%",3,"42,00%",1
13079,"75,80%",0,"42,00%",1
13080,"28,20%",2,"23,00%",0
13081,"65,20%",0,"30,00%",0
13082,"11,70%",0,"24,00%",0
13083,"41,30%",1,"17,00%",0
13084,"27,80%",0,"11,00%",0
13085,"3,30%",0,"27,00%",0
13086,"27,30%",0,"31,00%",1
13087,"6,80%",0,"14,00%",0
13088,"66,30%",0,"32,00%",0
13089,"23,20%",0,"4,00%",0
13090,"14,40%",1,"17,00%",0
13091,"15,20%",0,"9,00%",0
13092,"42,80%",1,"25,00%",0
13093,"1,80%",0,"54,00%",0
13094,"5,80%",0,"21,00%",0
13095,"6,00%",0,"44,00%",0
13096,"50,80%",0,"27,00%",0
13097,"6,70%",2,"29,00%",0
13098,"28,40%",0,"66,00%",0
13099,"28,20%",4,"40,00%",1
13100,"21,10%",1,"8,00%",0
13101,"8,10%",1,"36,00%",0
13102,"39,50%",1,"19,00%",0
13103,"39,70%",1,"38,00%",0
13104,"87,10%",1,"7,00%",0
13105,"45,10%",2,"45,00%",1
13106,"69,70%",1,"25,00%",0
13107,"67,80%",0,"6,00%",1
13108,"50,90%",3,"48,00%",1
13109,"16,70%",4,"31,00%",0
13110,"65,40%",0,"33,00%",0
13111,"62,30%",2,"11,00%",0
13112,"57,50%",2,"28,00%",0
13113,"60,60%",0,"11,00%",0
13114,"3,80%",0,"2,00%",0
13115,"41,40%",0,"9,00%",0
13116,"11,30%",1,"36,00%",0
13117,"82,00%",2,"44,00%",1
13118,"91,20%",6,"17,00%",1
13119,"6,30%",0,"61,00%",0
13120,"79,40%",1,"16,00%",0
13121,"58,10%",0,"31,00%",0
13122,"59,90%",2,"19,00%",0
13123,"9,80%",0,"9,00%",0
13124,"29,20%",0,"33,00%",1
13125,"16,80%",0,"37,00%",0
13126,"29,30%",0,"20,00%",0
13127,"88,10%",2,"53,00%",1
13128,"61,80%",3,"29,00%",1
13129,"1,00%",0,"12,00%",0
13130,"34,80%",0,"36,00%",0
13131,"34,60%",2,"27,00%",0
13132,"28,50%",0,"33,00%",0
13133,"10,30%",1,"24,00%",0
13134,"4,40%",0,"12,00%",0
13135,"34,50%",3,"41,00%",1
13136,"38,20%",0,"21,00%",0
13137,"83,80%",0,"57,00%",0
13138,"15,40%",0,"42,00%",0
13139,"10,60%",0,"5,00%",0
13140,"12,90%",0,"16,00%",0
13141,"2,50%",2,"41,00%",0
13142,"27,70%",1,"31,00%",0
13143,"5,20%",0,"15,00%",0
13144,"40,40%",0,"68,00%",0
13145,"9,70%",0,"9,00%",0
13146,"13,50%",0,"51,00%",1
13147,"5,90%",0,"20,00%",0
13148,"61,70%",0,"9,00%",0
13149,"49,00%",0,"24,00%",0
13150,"84,20%",3,"3,00%",0
13151,"46,60%",0,"19,00%",0
13152,"5,80%",0,"21,00%",0
13153,"73,30%",0,"23,00%",0
13154,"40,50%",3,"48,00%",1
13155,"14,70%",0,"2,00%",0
13156,"58,60%",0,"20,00%",0
13157,"29,30%",0,"51,00%",1
13158,"57,40%",0,"40,00%",1
13159,"11,40%",0,"33,00%",0
13160,"57,90%",0,"12,00%",0
13161,"4,80%",0,"44,00%",0
13162,"45,80%",0,"18,00%",0
13163,"65,40%",2,"19,00%",0
13164,"72,30%",2,"23,00%",0
13165,"61,20%",2,"14,00%",1
13166,"18,60%",0,"45,00%",1
13167,"56,90%",1,"32,00%",0
13168,"9,70%",0,"23,00%",0
13169,"57,40%",3,"33,00%",0
13170,"17,70%",0,"39,00%",0
13171,"26,30%",1,"0,00%",0
13172,"32,90%",2,"42,00%",0
13173,"47,10%",0,"14,00%",0
13174,"44,70%",0,"10,00%",0
13175,"14,70%",0,"46,00%",0
13176,"76,80%",2,"40,00%",0
